Source,Target,References(PMID)
TCF3,CDKN1A,15856770;23684607
TCF3,CDKN1A,19125693
TCF3,CR2,11739509
TCF3,EXO1,19698732
TCF3,IL5RA,19231596
TCF3,INS,10567574;9665477
TCF3,MYC,22384858
TCF3,MYC,21788410
TCF3,POU5F1,21725619
TCF3,RAG1,21655267
TCF4,ABCB1,20459685
TCF4,BCL2,23671559
TCF4,BIRC5,19131553;19662654;19778454
TCF4,CCND1,20459685
TCF4,CCND1,19662654;19778454
TCF4,CD44,16311123
TCF4,CLEC4C,20483924
TCF4,CNTNAP2,22777675
TCF4,DEFA5,19221600
TCF4,DEFA6,19221600
TCF4,FST,24667650
TCF4,HECA,22100912
TCF4,JUN,19671687
TCF4,KLF4,18977346
TCF4,LGR5,21436631
TCF4,MITF,21519923
TCF4,MYC,21533051
TCF4,MYC,15928669;19561604;19662654;19778454
TCF4,NOTUM,18429952
TCF4,NRXN1,22777675
TCF4,PLD1,20442281
TCF4,PTEN,21132538
TCF4,SKP2,19174556
TCF4,VCAN,19269971
TCF4,VEGFA,15940626
TCF4,VIM,12750294
TCF4,WNT4,21436631
TCF7,SNAI2,20128911
TCF7L2,ABCB1,10987283
TCF7L2,ACVRL1,20803090
TCF7L2,BIRC5,20331626
TCF7L2,CTNNB1,24317174
TCF7L2,GATA3,22951069
TCF7L2,GLCE,15853773;22805760
TCF7L2,HECA,22100912
TCF7L2,WWC1,24072042
TCF7L2,PTGS2,11396184
TCF7L2,SNAI2,20128911
TCF7L2,STARD7,21622533
TCF7L2,STAT3,18602747
TCFL5,CD2,12923186
TEAD1,ATP6V0A2,15878913
TEAD1,MSLN,17909009
TEAD1,NAIP,23994529
TEAD1,PAX3,21687713
TEAD1,SRF,24344135
TEAD4,VEGFA,22761647
TEF,ALB,8617210
TEF,DBP,8617210
TEF,NPPB,15837525
TFAP2A,ACHE,7559515
TFAP2A,ADM,10848972
TFAP2A,ADRA1A,10520459
TFAP2A,ADRA2B,15037199
TFAP2A,APP,17651731
TFAP2A,BACE1,15059977
TFAP2A,BCL2,16533807
TFAP2A,BRS3,17355223
TFAP2A,CCNB1,7739559
TFAP2A,CD82,15580298
TFAP2A,CDH1,17224907
TFAP2A,CDH1,17224907
TFAP2A,CDKN1A,20805990
TFAP2A,CDKN1A,11420667
TFAP2A,CDKN1A,18955504;21084835
TFAP2A,CFTR,10652362
TFAP2A,CGA,10648798
TFAP2A,CGB3,10648798
TFAP2A,COL1A1,10775443
TFAP2A,CRABP2,17187826
TFAP2A,CRX,12408971
TFAP2A,CRYAB,21556774
TFAP2A,CSH1,10715552
TFAP2A,CYP11A1,10446912
TFAP2A,DBH,11146001
TFAP2A,DCBLD2,22468095
TFAP2A,DCBLD2,20525283
TFAP2A,ECM1,17187826
TFAP2A,EGFR,8621697
TFAP2A,ERBB2,10698518;15870067;18218085;22577344
TFAP2A,ETS1,1945412
TFAP2A,F2R,20805990
TFAP2A,FAS,7528667
TFAP2A,FOXA1,22577344
TFAP2A,GALNT3,10626815
TFAP2A,GAST,2566164
TFAP2A,GPX4,10428483
TFAP2A,GUSB,15526106
TFAP2A,HGF,10860846
TFAP2A,HIP1,11517213
TFAP2A,HMOX1,8016102
TFAP2A,HOXA4,8759021
TFAP2A,HSD17B1,9231796
TFAP2A,HSD17B1,10419022
TFAP2A,HTT,11483245
TFAP2A,IGFBP5,7559606
TFAP2A,IMPDH2,7896827
TFAP2A,KISS1,16260418
TFAP2A,KIT,20805990
TFAP2A,KLF12,10704285
TFAP2A,KRT5,12024040
TFAP2A,L1CAM,12077189
TFAP2A,LNPEP,15894523
TFAP2A,MCAM,20805990
TFAP2A,MMP2,10506168;10589685;19853299;19939245;20145123
TFAP2A,MMP9,17224907
TFAP2A,MMP9,17224907
TFAP2A,MPG,10563836
TFAP2A,MUC4,17621592
TFAP2A,MUC4,11418607
TFAP2A,NME3,9067290
TFAP2A,NR3C1,7794935
TFAP2A,OAT,2373169
TFAP2A,PLAUR,17317820
TFAP2A,POLD2,10978529
TFAP2A,PRKCA,12269829
TFAP2A,PTEN,18316341
TFAP2A,PTGS2,16423197
TFAP2A,PVR,9880562
TFAP2A,SLC19A1,12228234
TFAP2A,SNAP91,14532018
TFAP2A,SOD2,23500038
TFAP2A,SPRY2,14644509
TFAP2A,SULT1E1,17187826
TFAP2A,TAF7,12364593
TFAP2A,TH,11146001
TFAP2A,TIMP2,8810321
TFAP2A,VEGFA,9049304
TFAP2A,VEGFA,11731421
TFAP2B,ADIPOQ,19325541
TFAP2B,CRYAB,21556774
TFAP2B,DRD1,10640692
TFAP2B,ERBB2,10645007
TFAP2B,PTGDS,15743775
TFAP2C,CDKN1A,22371483
TFAP2C,CRABP2,17187826
TFAP2C,CSTA,11095974
TFAP2C,ECM1,17187826
TFAP2C,ECM1,24023917
TFAP2C,ERBB2,10645007
TFAP2C,ESR1,11278455;19458056
TFAP2C,GPX1,22964634
TFAP2C,MMP2,19853299
TFAP2C,RET,22878616
TFAP2C,SULT1E1,17187826
TFAP4,CDKN1A,19270520
TFAP4,CLCN5,15086899
TFAP4,IFNG,12836278
TFAP4,MDM2,19505873
TFAP4,MUC4,11418607
TFAP4,PPP2R2B,20533062
TFAP4,SALL2,21228219
TFCP2,A2M,10455131
TFCP2,FGA,10455131
TFCP2,GSK3B,16973241
TFCP2,PAX6,11574690
TFCP2,SPP1,20404171;21703197
TFCP2,SRY,19902333
TFCP2,TF,20796026
TFCP2,TYMS,16973241;19622726
TFCP2,WT1,10455131
TFCP2L1,CYP11A1,18004979
TFDP1,CAV1,10684646
TFDP1,CCNE1,12029633;14618416
TFDP1,CDK1,14618416
TFDP1,DHFR,14618416
TFDP1,MYBL2,14618416
TFDP1,NRIP1,22629304
TFDP1,PCNA,14618416
TFDP1,RRM1,14618416
TFDP1,TP53,8557038
TFDP1,TYMS,14618416
TFDP3,E2F1,23212661
TFDP3,MAP1LC3B,22482402
TFEB,TYR,10707962
TFEB,TYRP1,10707962
TFPT,EAF1,17395368
TFPT,EAF2,17395368
TGIF1,SERPINE1,19524896
TGIF1,SOX3,22293114
THRA,CGA,9709914
THRA,SERPINC1,8910619
THRB,CGA,2480596
THRB,CGA,9709914
THRB,POR,21393444
TIAL1,PF4,9207209
TLE3,RUNX1,19403666
TLX1,ALDH1A1,18073142;18082256
TLX1,FHL1,18073142
TLX1,MYC,20618946
TLX1,NR4A3,15384172
TNFAIP3,IRF7,20392859
TNFAIP3,JUN,19124729
TNFAIP3,NFKB1,19124729
TNFAIP3,NFKB1,24039598
TNFAIP3,RELA,19124729
TNFAIP3,RELA,24039598
TNFAIP3,SATB1,24039598
TOB1,IL2,11694881
TOP2B,RUNX1,24327541
TP53,ABCB1,10029407
TP53,ABCB1,18234965
TP53,AFP,14522900
TP53,AKT1,12485897
TP53,ALKBH2,20661249
TP53,ALOX5,17018618
TP53,ANKRD1,20599664
TP53,ANTXR1,11711532
TP53,APAF1,11896574;15972851
TP53,APCS,15378026
TP53,AQP3,11231003
TP53,ATF3,12372430
TP53,ADGRB1,11875720
TP53,BAX,10101800;10566557;15851483;17280505;17693666;18172861;20673369;22532570;22732402;9000137
TP53,BAX,10559267;11278953;12851404;15988033;19067706;21859835
TP53,BBC3,17280505
TP53,BBC3,11572983;15988033;18755897;22763818
TP53,BCL2,11313951;17693666;19411072;20428827;9000137
TP53,BCL2,21859835
TP53,BCL2L1,9000137
TP53,BCL2L1,18172861
TP53,BCL3,12808109
TP53,BDKRB2,15632413
TP53,BGLAP,21964930
TP53,BIRC5,17124180
TP53,BIRC5,19067706
TP53,BRCA1,9619832
TP53,BRCA1,21742769
TP53,BRCA2,18765668;9619832
TP53,BTG2,16581545
TP53,BTG3,18590053
TP53,BTS1,9030974
TP53,CABLES1,11706030
TP53,CARM1,20462455
TP53,CASP1,11278253
TP53,CASP3,21859835
TP53,CAV1,10684646
TP53,CCNA1,17530187
TP53,CCNA2,8270002
TP53,CCNB1,11892838
TP53,CCNB2,12889596
TP53,CCND1,12808109
TP53,CD82,9736732
TP53,CDK1,12889596
TP53,CDK1,19067706
TP53,CDK2,12732645
TP53,CDK4,17530187
TP53,CDKN1A,10101800;10327058;10499591;10522058;10566557;10597242;11444825;11892838;12665570;12889596;12902982;14522900;15851483;15882981;15897882;17280505;18172861;18645021;19501055;19713748;20673369;21084835;21245169;21557991;22532570;22732402;7753560;9916993
TP53,CDKN1A,15208672;16970927;17344317
TP53,CDKN1A,10559267;10910098;12007564;12420214;12851404;15509808;15539944;15856024;15988033;16103882;16434701;16540664;16557594;16581545;17996705;18225552;18755897;19067706;19954840;20036872;20190809;20531308;21858218;21900401
TP53,CDKN1B,15988033
TP53,CHEK1,15016801
TP53,CHEK1,11152453
TP53,CHEK2,10531348
TP53,CHUK,15469934
TP53,CKM,8389468
TP53,CRYAB,21556774
TP53,CTNNB1,19411072
TP53,CTSD,10029407
TP53,CYFIP2,15856024
TP53,DDB1,16357511
TP53,DDB1,19382146
TP53,DDB2,16357511
TP53,DDB2,12771027;12967652;15856024;15927209;22336944
TP53,DKK1,15229249
TP53,DNMT1,20570896
TP53,DNMT1,20570896;21478913
TP53,DNMT1,18555750
TP53,DUSP1,12890671;15611668
TP53,E2F1,8557038
TP53,E2F3,20428827
TP53,E2F7,22802528
TP53,EGFR,10029407
TP53,EGR1,16990849
TP53,ELF4,20805247
TP53,EPHA2,11641774
TP53,ESR1,21655924
TP53,EZH2,15208672
TP53,EZH2,15208672;21165554
TP53,FAS,10101800;11313989
TP53,FAS,16317104
TP53,FDXR,12370809
TP53,FGF2,10029407
TP53,FLT1,16432214
TP53,FLT1,1724219e
TP53,FOXM1,21518729
TP53,FOXO3,19299143
TP53,FRMD5,19139068
TP53,FUS,12364590
TP53,GADD45A,10566557
TP53,GADD45A,17344317;18350249
TP53,GADD45A,10327059;12007564;15031557;16581545;18225552
TP53,GC,8642300
TP53,GDF15,10618379
TP53,GDF15,10777512
TP53,GLI2,18813803
TP53,GML,10717525
TP53,GPNMB,15684612
TP53,GSTP1,18505928
TP53,HIPK2,11740489
TP53,HNF4A,16895524
TP53,HRAS,11127813
TP53,HSF1,20180806
TP53,HSP90AB1,15284248
TP53,ID1,16557594
TP53,ID2,16557594
TP53,IER3,12360408
TP53,IFI16,18974396
TP53,IFI16,11146555
TP53,IGF1R,12444079;17097318
TP53,IGF1R,11001824;17600529
TP53,IGFBP3,10101800
TP53,ING1,16465410
TP53,IPO7,22284678
TP53,KLF2,23202365
TP53,MAD1L1,12876282
TP53,MAP4,19411072
TP53,MCL1,19411072
TP53,MCM7,15899946
TP53,MDM2,10566557;10718212;12902982;15851483;20837136;22223137;22532570;9645455;9858609
TP53,MDM2,10469568;12851404;14532965;15856024;18566224;18583933;20036872;22180176;9071998
TP53,MDM4,20036872;20372076
TP53,MET,21831840
TP53,MGMT,17564708;19846904
TP53,MGMT,20525765
TP53,MKI67,14675138
TP53,MMP1,15108353
TP53,MMP2,10029407;11792711;9343394
TP53,MMP2,19853299;19939245
TP53,MUC2,12374798
TP53,MYC,19411072
TP53,MYC,19202062
TP53,NFKB1,15988033
TP53,NKX3-1,17202838
TP53,NLRC4,15580302
TP53,NME1,12669312
TP53,OGG1,16293709
TP53,PAX5,21319196
TP53,PDGFRB,18697203
TP53,PERP,17344317
TP53,PERP,15856024
TP53,PIAS3,11877452
TP53,PLAGL1,11896574
TP53,PLK1,24076372
TP53,PLK3,16581545
TP53,PMAIP1,14695212
TP53,PMAIP1,15856024
TP53,PML,14992722
TP53,POLD1,11375983
TP53,PPARGC1A,19139068
TP53,PTPA,10787423
TP53,PRC1,12889596
TP53,PRG3,12135761
TP53,PRKAB1,12771025
TP53,PTEN,17344317
TP53,PTEN,11545734
TP53,PTPN13,11696979
TP53,PTTG1,12355087
TP53,PTTG1,15016801
TP53,RAD51B,9878257
TP53,RASSF1,21364923
TP53,RB1,8119988
TP53,RECQL4,15674334
TP53,REEP5,8557038
TP53,RELA,15988033
TP53,RRM2B,10716435;15856024
TP53,S100B,15178678
TP53,SFN,10101800
TP53,SIAH1,20421190
TP53,SIVA1,15105421
TP53,SIVA1,15105421
TP53,SLC2A1,22483234
TP53,SLC6A6,16734743
TP53,SMAD3,21900401
TP53,SSTR2,14695784
TP53,STAT1,12364590
TP53,STAT3,11809683
TP53,TBXAS1,14586398
TP53,TCEAL1,20421190
TP53,TCF7L2,14990988
TP53,TERT,10778946;18754863
TP53,THBS1,10029407;10101800
TP53,THBS1,19826414
TP53,TNFRSF10A,11313989
TP53,TNFRSF10B,10101800;11313989;11756185
TP53,TNFRSF10B,10810622;19351839
TP53,TP53,22532570
TP53,TP53,11032029;16990849
TP53,TP53I3,10101800;14695213
TP53,TP53I3,12851404
TP53,TP73,11238924;16990849
TP53,TRIM22,15064739
TP53,TYMS,21351099
TP53,UHRF1,18220474;19501055
TP53,UHRF1BP1,18220474
TP53,VCAN,12438652
TP53,VEGFA,16684540
TP53,VEGFA,11559575
TP53,WRN,11427532
TP53,XPC,12771027;12967652;15927209;16357511;22336944
TP53,XPO1,22284678
TP53BP1,BRCA1,15970701
TP53BP1,BRCA1,21914189
TP63,BAX,16007146
TP63,BRCA1,24556685
TP63,CDKN1A,16007146
TP63,DDB2,17984111
TP63,1-Dec,21317427
TP63,EVPL,15988020
TP63,FDXR,12370809
TP63,ID2,21478550
TP63,KLF4,20972454
TP63,PPARA,19458633
TP63,SMARCD3,15988020
TP63,TCF4,22232078
TP63,VDR,22521434
TP63,VDR,16462763;17716971
TP63,XPC,17984111
TP63,ZNF750,22922031
TP65,CDK6,24389100
TP73,AQP3,11231003
TP73,BAX,19067706
TP73,BBC3,17700533
TP73,BIRC5,19067706
TP73,CABLES1,11706030
TP73,CDK1,19067706
TP73,CDKN1A,12841870;17700533
TP73,CDKN1A,16193303;19067706
TP73,E2F1,19363520
TP73,FDXR,12370809
TP73,MDM2,10469568
TP73,PMAIP1,17700533
TP73,TERT,16205639
TP73,VDR,17716971
TRAF6,CD40,16143987
TRAF6,TICAM1,14530355;20047764
TRAF6,VEGFA,22326918
TRERF1,CCR7,17006331
TRERF1,CD40,18652845
TRERF1,CD80,18652845
TRERF1,CD86,18652845
TRERF1,LILRB1,18652845
TRERF1,LILRB2,18652845
TRERF1,LILRB4,18652845
TRIB3,ATF4,15781252;17707795
TRIB3,SMAD3,21896644
TRIM16,DES,22009481
TRIM16,E2F1,20729920
TRIM16,VIM,22009481
TRIM22,NFKB1,21651891
TRIM22,RELA,21651891
TRIM25,DDX58,21292167
TRIM28,E2F3,23060449
TRIM28,E2F4,23060449
TRIM28,ID1,21876767
TRIM28,ZNF274,21170338
TRIP6,CDK6,24389100
TRPS1,KLK3,14680804
TRPS1,RUNX2,16140555
TRRAP,CCND2,11511535
TRRAP,MITF,15581068
TSC22D1,CNP,20802130
TSC22D3,CCND1,19814803
TSC22D3,CDKN1A,19814803
TSC22D3,FOXO1,20018851
TSC22D3,FOXO3,20018851
TSC22D3,FOXO4,20018851
TSG101,CEP55,18948538
TSG101,EGFR,19154774
TSG101,REG4,18643869
TTF2,TPO,8602863
TTF2,TSG101,21556761
TWIST1,AKR1C2,19051271
TWIST1,AKT2,21876555;22982861
TWIST1,ATM,19051271
TWIST1,BCL2,23095743
TWIST1,BMI1,21876555
TWIST1,CD44,17487558
TWIST1,CDH1,15311212;19581928;20053763;21876555;22899291
TWIST1,CDH1,21796367
TWIST1,CDH2,21796367
TWIST1,CTPS1,19051271
TWIST1,DKK1,18453541
TWIST1,DNM3,18033314
TWIST1,ERBB3,19051271
TWIST1,ESR1,22056872
TWIST1,F2R,19051271
TWIST1,FN1,20646316
TWIST1,FOS,19051271
TWIST1,GDF15,19051271
TWIST1,ICAM1,17487558
TWIST1,ILK,19051271
TWIST1,ITGB1,17487558
TWIST1,KLF17,24220291
TWIST1,MAPK1,23222305
TWIST1,MAPK3,23222305
TWIST1,MMP1,23222305
TWIST1,MMP2,20646316
TWIST1,MYB,19051271
TWIST1,NF1,19051271
TWIST1,NR2F1,19051271
TWIST1,PFDN4,19051271
TWIST1,RAP1A,19051271
TWIST1,RBL2,19051271
TWIST1,RUNX2,21503964;21931630
TWIST1,RUNX2,12270142
TWIST1,SRPX,19051271
TWIST1,TIMP1,19513566
TWIST1,YBX1,21876555
TWIST1,YBX1,19318582
TWIST2,AKR1C2,19051271
TWIST2,ATM,19051271
TWIST2,CD44,17487558
TWIST2,CDH1,21796367
TWIST2,CDH2,19581928
TWIST2,CDH2,21796367
TWIST2,CTPS1,19051271
TWIST2,DKK1,18453541
TWIST2,ERBB3,19051271
TWIST2,F2R,19051271
TWIST2,FN1,20646316
TWIST2,FOS,19051271
TWIST2,GDF15,19051271
TWIST2,ICAM1,17487558
TWIST2,ILK,19051271
TWIST2,ITGB1,17487558
TWIST2,MMP2,20646316
TWIST2,MYB,19051271
TWIST2,NF1,19051271
TWIST2,NR2F1,19051271
TWIST2,PFDN4,19051271
TWIST2,POSTN,21801849
TWIST2,RAP1A,19051271
TWIST2,RBL2,19051271
TWIST2,RUNX2,21931630
TWIST2,RUNX2,12270142
TWIST2,SRPX,19051271
UBP1,CYP11A1,18004979
UBTF,TAF1B,10082553
UHRF1,ABCB1,20037778
UHRF1,PPARG,22286757
UHRF1,RB1,16007129
UHRF1,TOP2A,10646863
UHRF1,VEGFA,17934516
UPF1,NCBP1,20691628
UPF1,SLBP,25016523
UPF2,UPF1,19095803
URI1,AR,21730289
USF1,ABCA1,11861672
USF1,AGT,18802024
USF1,APC,11241666
USF1,APEX1,7534297
USF1,APOA2,9880489
USF1,APOA5,15684402;18572192
USF1,APOA5,20054229
USF1,ASCL2,12917334
USF1,ASPH,19087304
USF1,B2M,12480693
USF1,BRCA2,10557089
USF1,CCNB1,10548544
USF1,CD2,7929376
USF1,CEACAM1,21050451;8055923
USF1,CEACAM5,7876096
USF1,CIITA,9491997
USF1,CIITA,10202014
USF1,CTSB,14669984;15276216
USF1,CTSD,9731700
USF1,CXCR4,10229837
USF1,CYP19A1,12917334
USF1,CYP1A1,9388470
USF1,EXT1,22037484
USF1,FBP1,11023824
USF1,FCER1A,11180124
USF1,FMO3,17786630
USF1,FMR1,11058604
USF1,FMR1,15175277
USF1,FOXA2,22460558
USF1,GATA5,22625849
USF1,GCK,9677331
USF1,HMOX1,15242350
USF1,HOXB4,12791656
USF1,HOXB4,11085749
USF1,HOXB7,12697323
USF1,ID4,9516472
USF1,IFNG,8900159
USF1,ISG20,10871365
USF1,LIPC,15721010;19416648
USF1,MVP,24173679
USF1,MYH9,11467950
USF1,NFKB1,19686049
USF1,NPHS2,16572591
USF1,P4HA1,16488890
USF1,PF4,15187018
USF1,PIGR,14644095
USF1,PIGR,15864740
USF1,PKLR,7852331
USF1,POU2F1,18845576
USF1,PTGDS,17574780
USF1,PTGDS,18817855
USF1,PTGS2,18817855
USF1,PTPN6,12071971
USF1,RELA,19686049
USF1,S100A6,11118618
USF1,SCN9A,8923453
USF1,SERBP1,18234320
USF1,SERPINE1,16902162
USF1,SERPINE1,12235287
USF1,SF1,18165439
USF1,SLC16A1,15691871
USF1,SLC19A1,15214842
USF1,SLC1A3,14713304
USF1,SLC22A2,17314196
USF1,SLC22A2,18508876
USF1,TBX21,22258560
USF1,TCN2,9774437
USF1,TERT,12970752
USF1,TERT,12941894
USF1,TERT,12044867
USF1,TGFB1,14757763
USF1,TGFB2,11776974
USF1,TOP3A,9748294
USF1,TRAP,12663664
USF1,TYMS,12782596
USF2,ABCA1,11861672
USF2,APC,11241666
USF2,APOA2,9880489
USF2,APOA5,18572192
USF2,APOA5,15684402
USF2,ASCL2,12917334
USF2,ASPH,19087304
USF2,ATP5F1A,10434034
USF2,B2M,12480693
USF2,BRCA1,14502648
USF2,BRCA2,10557089
USF2,CD2,7929376
USF2,CEACAM1,8055923
USF2,CEACAM5,7876096
USF2,CFTR,23560079
USF2,CTSB,14669984;15276216
USF2,CTSD,9731700
USF2,CXCR2,10229837
USF2,CXCR4,10229837
USF2,CYP19A1,12917334
USF2,EPAS1,23991099
USF2,FBP1,11023824
USF2,FCER1A,11180124
USF2,FMR1,11058604
USF2,FMR1,15175277
USF2,HIF1A,23991099
USF2,HMOX1,15242350
USF2,HOXB4,12791656
USF2,HOXB4,11085749
USF2,IGF2R,12857727
USF2,LIPC,19416648
USF2,MYH9,11467950
USF2,NR5A1,18165439
USF2,P4HA1,16488890
USF2,PDX1,10393088
USF2,PF4,15187018
USF2,PIGR,14644095
USF2,PIGR,15864740
USF2,PKLR,7852331
USF2,POU2F1,18845576
USF2,PTGS2,12057991
USF2,PTPN6,12071971
USF2,SF1,18165439
USF2,SLC19A1,15214842
USF2,TCN2,9774437
USF2,TERT,12970752
USF2,TERT,12941894
USF2,TERT,12044867
USF2,TGFB1,14757763
USF2,TGFB1,15184388
USF2,TGFB2,11776974
USF2,TGFB2,8943301
USF2,THBS1,15184388
USF2,TOP3A,11557042
USF2,TRAP,12663664
UTF1,CDKN1B,23536577
VDR,AMH,19056816
VDR,ASAP2,23999061
VDR,BGLAP,20227497
VDR,BHLHE40,23220548
VDR,CALB1,1317496
VDR,CAMP,15985530
VDR,CD14,16402404
VDR,CDH1,22213313
VDR,CDKN1A,23087083
VDR,CDKN1B,16518840
VDR,CST5,19662683
VDR,CXCL8,9431991
VDR,CXCL8,24250750
VDR,CYP1A1,22837390
VDR,CYP24A1,23463632
VDR,CYP24A1,9687155
VDR,CYP24A1,19244278;19429444;21763285
VDR,CYP3A4,11723248
VDR,CYP3A4,12147248;19712670
VDR,CYP3A4,11991950;15205382;15358113;18400206;22939842
VDR,CYP3A5,22939842
VDR,CYP3A7,15358113
VDR,CYP7A1,19106115;20371703
VDR,DDIT4,21123297
VDR,DKK4,18408752
VDR,EGFR,16087726
VDR,EGFR,15218361
VDR,ERBB2,10765127
VDR,FOXP3,22529297
VDR,HLA-DRB1,19956544
VDR,HOXA10,15905361
VDR,IGFBP3,23770368
VDR,IGFBP3,14963110
VDR,IL10,20691220
VDR,IL12B,21310195
VDR,IL2,7565732
VDR,IL6,11050002
VDR,NCOR1,23098689
VDR,PHB,16849588;17207617
VDR,PLD1,17433303
VDR,PODXL,23548800
VDR,PRL,10406465
VDR,PTH,17095575;7489414
VDR,SKP2,16883603
VDR,TLR10,24373795
VDR,TNFRSF21,12520529
VDR,TPT1,19815065
VDR,TRPV6,17293108;20227497;22563729
VDR,UCP1,23906633
VEZF1,IL3,8035792
VHL,ANGPT2,12434420
VHL,AR,23961993
VHL,CA12,9770531
VHL,CA9,15754010
VHL,CCND1,19238077
VHL,CDKN1B,10778984
VHL,CDKN1C,15824735
VHL,COL4A2,17700531
VHL,CXCR4,13679920
VHL,DAB2,15824735
VHL,HIF1A,11987242
VHL,HIF1A,11727931;19238077
VHL,IGF1R,17486080;19509240
VHL,KLF10,18359287
VHL,NMU,21791076
VHL,SPARC,15824735
VHL,BHLHE40,11278694
VHL,TCF4,16407833
VHL,TFRC,15985433
VHL,TP53,22071692
VHL,VEGFA,10804089;7533661;8625303
VHL,VEGFA,10581162;12539169;12912922;8855222;9370235
VHL,VEGFA,10189987;19801654;9572397;9689663
WDR5,MYC,24782528
WHSC1,AR,19481544
WHSC1,ID1,16115125
WT1,ABCB1,10392899;10860921
WT1,AMH,11097782
WT1,AR,11299720
WT1,BCL2,12644474
WT1,CAMP,12213901
WT1,CCNE1,11919196
WT1,CD14,9484784
WT1,ADGRE5,22313360
WT1,CDC73,24257751
WT1,CDH1,23298185;23945386
WT1,CDKN1A,18202757
WT1,CIAO1,9556563
WT1,CKM,8389468
WT1,CTCF,24534946
WT1,CTGF,10973960
WT1,CX3CL1,17430890
WT1,CXXC5,20220130
WT1,CYP19A1,12213901
WT1,DNMT3A,23042785
WT1,EGFR,9291179
WT1,EREG,17430890
WT1,ETS1,18212735;20842112
WT1,HBEGF,22641673
WT1,HBEGF,17430890
WT1,HOXA10,23888944
WT1,IGF1,9076342
WT1,IGF1R,10499530;12444079
WT1,IGF1R,11001824;15345673
WT1,IGF2,1323141;7535092;8634146
WT1,IGF2,10606246
WT1,IL2RB,11960373
WT1,IRF8,20237505
WT1,ITGAX,9484784
WT1,JUN,20842112
WT1,JUNB,17430890
WT1,KLK3,18631392
WT1,MYB,7559553
WT1,MYC,17634147
WT1,MYC,15286719
WT1,MYCN,10470095
WT1,NDRG2,17688410
WT1,NOV,11502835
WT1,NPHS1,15504938;23768159
WT1,NR5A1,12130543
WT1,ODC1,8604351
WT1,PAX2,9738017;9916932
WT1,PDGFA,1429549;7535092
WT1,PDGFA,8415628
WT1,PODXL,15155752
WT1,SMAD3,20842112
WT1,SNAI2,17430890
WT1,SRY,11278460
WT1,STIM1,20123987
WT1,TBXA2R,19067769
WT1,TERT,18754863;20842112
WT1,THBS1,15542786
WT1,THBS1,15618543
WT1,U2AF2,9784496
WT1,UBE2I,8798754
WT1,VDR,23362234
WT1,VDR,11050081;11773605
WT1,VEGFA,20871039
WT1,VEGFA,16572586;17127464
WT1,VEGFB,17127464
WT1,WTAP,17095724
WWP1,ERBB4,19561640
WWP1,SPART,19307600
WWP1,TGFBR1,15221015
WWTR1,ASNS,22470139
WWTR1,BAK1,22470139
WWTR1,BAX,22470139
WWTR1,IGFBP1,20164440
WWTR1,LTBR,22470139
WWTR1,SMAD3,22470139
XBP1,CCL2,16931790
XBP1,CXCL8,16931790
XBP1,DDIT3,17455323
XBP1,EDEM2,15579471
XBP1,ERN1,20513357
XBP1,ERP29,19265690
XBP1,ESR1,15882996
XBP1,GAD1,18335162
XBP1,HSPA1A,17404501
XBP1,HSPA5,14718536;20170659
XBP1,HSPA5,12713871
XBP1,IL6,16931790
XBP1,NOS2,20637858
XBP1,NPPB,20170659
XBP1,PRNP,23737521
XBP1,PTGER4,23300802
XBP1,SOD2,17192397
XBP1,VEGFA,20824063
XBP1,WFS1,16539657
XBP1,ZHX2,22078940
XPC,CASP2,22174370
XPC,CPD,12713809
XPC,KIN,12525703
XPC,RNF111,23751493
XRCC5,CD40,17031478
XRCC5,ERBB2,22899247
XRCC5,ETS1,19836356
XRCC6,CD40,17031478
XRCC6,ERBB2,22899247
YBX1,ABCB1,10644769
YBX1,ABCB1,17072343
YBX1,ABCB1,18234965
YBX1,AGT,11829142
YBX1,ANAPC4,20596676
YBX1,AR,21652770
YBX1,CCNB1,20596676
YBX1,CCNC,20596676
YBX1,CDC20,20596676
YBX1,CDH1,17072343
YBX1,CDKN3,20596676
YBX1,CKS2,20596676
YBX1,CXCR4,17072343
YBX1,E2F1,22205655
YBX1,EGFR,17875215;19648825
YBX1,ERBB2,19648825
YBX1,ERBB2,20838384
YBX1,ERBB3,19648825
YBX1,FAS,10903433
YBX1,KPNA2,20596676
YBX1,MET,19648825
YBX1,MIA,23672612
YBX1,MMP13,17822788
YBX1,MMP2,10589685
YBX1,MNAT1,20596676
YBX1,MYCN,17072343
YBX1,RAD9A,20596676
YBX1,RBBP8,20596676
YBX1,SKP2,20596676
YBX1,SLC6A4,15229244;17360901;23765727
YBX1,SUMO1,20596676
YBX1,TOP2A,10597187
YBX1,TYMS,17072343
YEATS4,TP53,18214854
YY1,ACTC1,9171244
YY1,ADORA2A,20666933
YY1,APC,22907428
YY1,APH1A,21443683
YY1,ATP2C1,15955096
YY1,BDKRB1,15705059
YY1,BRCA1,21666725
YY1,CBX5,19566924
YY1,CCL13,12805085
YY1,CCR5,12571248;15737629
YY1,CETP,10393213
YY1,CFTR,10652351;20309604
YY1,CFTR,16170155;23560079
YY1,COL1A2,8910550
YY1,COX6A1,10773445
YY1,COX7C,9092564
YY1,CREBBP,21852380
YY1,CREBBP,9238849
YY1,CTCF,9756895
YY1,CXCR4,10229837;11145693;12571248;15737629;15805285;20068066
YY1,CXCR4,14563373
